CUBE_ID,TABLE_ID
EBA_FINREP_EBA_F_18.00.c_FINREP_2016-A,EBA_FINREP_EBA_F_18.00.c_FINREP_2016-A
EBA_FINREP_EBA_F_19.00.a_FINREP_2016-A,EBA_FINREP_EBA_F_19.00.a_FINREP_2016-A
EBA_FINREP_EBA_F_19.00.b_FINREP_2016-A,EBA_FINREP_EBA_F_19.00.b_FINREP_2016-A
EBA_FINREP_EBA_F_19.00.c_FINREP_2016-A,EBA_FINREP_EBA_F_19.00.c_FINREP_2016-A
EBA_FINREP_EBA_F_19.00.d_FINREP_2016-A,EBA_FINREP_EBA_F_19.00.d_FINREP_2016-A
EBA_FINREP_EBA_F_04.01_FINREP_2017-A,EBA_FINREP_EBA_F_04.01_FINREP_2017-A
EBA_FINREP_EBA_F_08.02_FINREP_2017-A,EBA_FINREP_EBA_F_08.02_FINREP_2017-A
EBA_FINREP_EBA_F_09.02_FINREP_2017-A,EBA_FINREP_EBA_F_09.02_FINREP_2017-A
EBA_FINREP_EBA_F_14.00_FINREP_2017-A,EBA_FINREP_EBA_F_14.00_FINREP_2017-A
EBA_FINREP_EBA_F_30.01_FINREP_2017-A,EBA_FINREP_EBA_F_30.01_FINREP_2017-A
EBA_FINREP_EBA_F_16.02_FINREP_2017-A,EBA_FINREP_EBA_F_16.02_FINREP_2017-A
EBA_FINREP_EBA_F_16.03_FINREP_2017-A,EBA_FINREP_EBA_F_16.03_FINREP_2017-A
EBA_FINREP_EBA_F_16.04_FINREP_2017-A,EBA_FINREP_EBA_F_16.04_FINREP_2017-A
EBA_FINREP_EBA_F_16.06_FINREP_2017-A,EBA_FINREP_EBA_F_16.06_FINREP_2017-A
EBA_FINREP_EBA_F_04.05_FINREP_2017-A,EBA_FINREP_EBA_F_04.05_FINREP_2017-A
EBA_FINREP_EBA_F_13.03_FINREP_2017-A,EBA_FINREP_EBA_F_13.03_FINREP_2017-A
EBA_FINREP_EBA_F_22.02_FINREP_2017-A,EBA_FINREP_EBA_F_22.02_FINREP_2017-A
EBA_FINREP_EBA_F_41.01_FINREP_2017-A,EBA_FINREP_EBA_F_41.01_FINREP_2017-A
EBA_FINREP_EBA_F_44.01_FINREP_2017-A,EBA_FINREP_EBA_F_44.01_FINREP_2017-A
EBA_FINREP_EBA_F_44.02_FINREP_2017-A,EBA_FINREP_EBA_F_44.02_FINREP_2017-A
EBA_FINREP_EBA_F_44.03_FINREP_2017-A,EBA_FINREP_EBA_F_44.03_FINREP_2017-A
EBA_FINREP_EBA_F_45.03_FINREP_2017-A,EBA_FINREP_EBA_F_45.03_FINREP_2017-A
EBA_FINREP_EBA_F_40.02_FINREP_2017-A,EBA_FINREP_EBA_F_40.02_FINREP_2017-A
EBA_FINREP_EBA_F_04.06_FINREP_2017-A,EBA_FINREP_EBA_F_04.06_FINREP_2017-A
EBA_FINREP_EBA_F_04.07_FINREP_2017-A,EBA_FINREP_EBA_F_04.07_FINREP_2017-A
EBA_FINREP_EBA_F_04.08_FINREP_2017-A,EBA_FINREP_EBA_F_04.08_FINREP_2017-A
EBA_FINREP_EBA_F_04.10_FINREP_2017-A,EBA_FINREP_EBA_F_04.10_FINREP_2017-A
EBA_FINREP_EBA_F_11.01_FINREP_2017-A,EBA_FINREP_EBA_F_11.01_FINREP_2017-A
EBA_FINREP_EBA_F_16.05_FINREP_2017-A,EBA_FINREP_EBA_F_16.05_FINREP_2017-A
EBA_FINREP_EBA_F_08.01.a_FINREP_2017-A,EBA_FINREP_EBA_F_08.01.a_FINREP_2017-A
EBA_FINREP_EBA_F_08.01.b_FINREP_2017-A,EBA_FINREP_EBA_F_08.01.b_FINREP_2017-A
EBA_FINREP_EBA_F_41.02_FINREP_2017-A,EBA_FINREP_EBA_F_41.02_FINREP_2017-A
EBA_FINREP_EBA_F_20.05.b_FINREP_2017-A,EBA_FINREP_EBA_F_20.05.b_FINREP_2017-A
EBA_FINREP_EBA_F_20.06_FINREP_2017-A,EBA_FINREP_EBA_F_20.06_FINREP_2017-A
EBA_FINREP_EBA_F_09.01_FINREP_2017-A,EBA_FINREP_EBA_F_09.01_FINREP_2017-A
EBA_FINREP_EBA_F_16.07.a_FINREP_2017-A,EBA_FINREP_EBA_F_16.07.a_FINREP_2017-A
EBA_FINREP_EBA_F_16.07.b_FINREP_2017-A,EBA_FINREP_EBA_F_16.07.b_FINREP_2017-A
EBA_FINREP_EBA_F_12.00_FINREP_2017-A,EBA_FINREP_EBA_F_12.00_FINREP_2017-A
EBA_FINREP_EBA_F_20.02_FINREP_2017-A,EBA_FINREP_EBA_F_20.02_FINREP_2017-A
EBA_FINREP_EBA_F_20.04_FINREP_2017-A,EBA_FINREP_EBA_F_20.04_FINREP_2017-A
