CUBE_STRUCTURE_ID,CUBE_VARIABLE_CODE,VARIABLE_ID,ROLE,ORDER,SUBDOMAIN_ID,VARIABLE_SET_ID,MEMBER_ID,DIMENSION_TYPE,ATTRIBUTE_ASSOCIATED_VARIABLE,IS_FLOW,IS_MANDATORY,DESCRIPTION,IS_IMPLEMENTED,IS_IDENTIFIER
FR_VL_DCRS_CNTNGNT_ENCMBRNC,,TTL_SRCS_ENCMBRNC_ADDTNL_ENCMBRD_CRRYNG_AMNT,,,,,,,,,,,,
GRP,,test_id,,,,,,,,,,,,
GRP,,GRP_uniqueID,,,,,,,,,,,,
GRP,,GRP_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
GRP,,GRP_ACCNTNG_STNDRD,,,,,,,,,,,,
GRP,,GRP_ID,,,,,,,,,,,,
GRP,,GRP_RFRNC_DT,,,,,,,,,,,,
GRP,,GRP_RPRTNG_AGNT_ID,,,,,,,,,,,,
GRP,,GRP_TYP,,,GRP_TYP_domain,,,,,,,,,
GRP,,test_id,,,,,,,,,,,,
GRP,,GRP_uniqueID,,,,,,,,,,,,
GRP,,GRP_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
GRP,,GRP_ACCNTNG_STNDRD,,,,,,,,,,,,
GRP,,GRP_ID,,,,,,,,,,,,
GRP,,GRP_RFRNC_DT,,,,,,,,,,,,
GRP,,GRP_RPRTNG_AGNT_ID,,,,,,,,,,,,
GRP,,GRP_TYP,,,,,,,,,,,,
INTRNL_GRP,,INTRNL_GRP_TYP,,,INTRN_GRP_TYP_domain,,,,,,,,,
GRP,,test_id,,,,,,,,,,,,
GRP,,GRP_uniqueID,,,,,,,,,,,,
GRP,,GRP_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
GRP,,GRP_ACCNTNG_STNDRD,,,,,,,,,,,,
GRP,,GRP_ID,,,,,,,,,,,,
GRP,,GRP_RFRNC_DT,,,,,,,,,,,,
GRP,,GRP_RPRTNG_AGNT_ID,,,,,,,,,,,,
GRP,,GRP_TYP,,,,,,,,,,,,
INTRNL_GRP,,INTRNL_GRP_TYP,,,,,,,,,,,,
INTRNL_CNSLDTN_GRP,,INTRNL_CNSLDTN_GRP_TYP,,,INTRNL_CNSLDTN_GRP_TYP_domain,,,,,,,,,
GRP,,test_id,,,,,,,,,,,,
GRP,,GRP_uniqueID,,,,,,,,,,,,
GRP,,GRP_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
GRP,,GRP_ACCNTNG_STNDRD,,,,,,,,,,,,
GRP,,GRP_ID,,,,,,,,,,,,
GRP,,GRP_RFRNC_DT,,,,,,,,,,,,
GRP,,GRP_RPRTNG_AGNT_ID,,,,,,,,,,,,
GRP,,GRP_TYP,,,,,,,,,,,,
INTRNL_GRP,,INTRNL_GRP_TYP,,,,,,,,,,,,
INTRNL_CNSLDTN_GRP,,INTRNL_CNSLDTN_GRP_TYP,,,,,,,,,,,,
Instrument_type_by_product,,test_id,,,,,,,,,,,,
Instrument_type_by_product,,Instrument_type_by_product_uniqueID,,,,,,,,,,,,
Instrument_type_by_product,,test_id,,,,,,,,,,,,
Instrument_type_by_product,,Instrument_type_by_product_uniqueID,,,,,,,,,,,,
LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE,,ELGBL_CNTRL_BNK_FNDNG_INDCTR,,,ELGBL_CNTRL_BNK_FNDNG_domain,,,,,,,,,
LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE,,DT_LGL_FNL_MTRTY,,,,,,,,,,,,
LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE,,LTGTN_STTS,,,LTGTN_STTS_domain,,,,,,,,,
LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE,,LN_AND_ADVNC_TYP,,,LN_AND_ADVNC_TYP_domain,,,,,,,,,
Instrument_type_by_product,,test_id,,,,,,,,,,,,
Instrument_type_by_product,,Instrument_type_by_product_uniqueID,,,,,,,,,,,,
LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE,,ELGBL_CNTRL_BNK_FNDNG_INDCTR,,,,,,,,,,,,
LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE,,DT_LGL_FNL_MTRTY,,,,,,,,,,,,
LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE,,LTGTN_STTS,,,,,,,,,,,,
LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE,,LN_AND_ADVNC_TYP,,,,,,,,,,,,
ADVNC,,ADVNC_TYP,,,ADVNC_TYP_domain,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,test_id,,,,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,INSTRMNT_ENTTY_RL_ASSGNMNT_uniqueID,,,,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,INSTRMNT_ENTTY_RL_ASSGNMNT_TYP,,,INSTRMNT_ENTTY_RL_ASSGNMNT_TYP_domain,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,test_id,,,,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,INSTRMNT_ENTTY_RL_ASSGNMNT_uniqueID,,,,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,INSTRMNT_ENTTY_RL_ASSGNMNT_TYP,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,ADVNC_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,ADVNC_ACCNTNG_STNDRD,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,ADVNC_INSTRMNT_ID,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,ADVNC_INSTRMNT_RFRNC_DT,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,ADVNC_INSTRMNT_RPRTNG_AGNT_ID,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,CRDTR_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,CRDTR_ACCNTNG_STNDRD,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,CRDTR_PRTY_ID,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,CRDTR_PRTY_RFRNC_DT,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,CRDTR_PRTY_RPRTNG_AGNT_ID,,,,,,,,,,,,
ADVNC_CRDTR_ASSGNMNT,,CRDTR_PRTY_RL_TYP,,,PRTY_RL_TYP_domain,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,test_id,,,,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,INSTRMNT_ENTTY_RL_ASSGNMNT_uniqueID,,,,,,,,,,,,
INSTRMNT_ENTTY_RL_ASSGNMNT,,INSTRMNT_ENTTY_RL_ASSGNMNT_TYP,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,ADVNC_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,ADVNC_ACCNTNG_STNDRD,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,ADVNC_INSTRMNT_ID,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,ADVNC_INSTRMNT_RFRNC_DT,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,ADVNC_INSTRMNT_RPRTNG_AGNT_ID,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,LTGTN_STTS,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,LN_DBTR_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,LN_DBTR_ACCNTNG_STNDRD,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,LN_DBTR_PRTY_ID,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,LN_DBTR_PRTY_RFRNC_DT,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,LN_DBTR_PRTY_RPRTNG_AGNT_ID,,,,,,,,,,,,
ADVNC_DBTR_ASSGNMNT,,LN_DBTR_PRTY_RL_TYP,,,,,,,,,,,,
Collateral_type,,test_id,,,,,,,,,,,,
Collateral_type,,Collateral_type_uniqueID,,,,,,,,,,,,
Collateral_type,,test_id,,,,,,,,,,,,
Collateral_type,,Collateral_type_uniqueID,,,,,,,,,,,,
PHYSCL_CLLTRL,,PHYSCL_CLLTRL_TYP,,,PHYSCL_PRTCTN_TYP_domain,,,,,,,,,
Collateral_type,,test_id,,,,,,,,,,,,
Collateral_type,,Collateral_type_uniqueID,,,,,,,,,,,,
PHYSCL_CLLTRL,,PHYSCL_CLLTRL_TYP,,,,,,,,,,,,
RGSTRD_CLLTRL,,RGSTRD_CLLTRL_TYP,,,RGSTRD_PRTCN_TYP_domain,,,,,,,,,
Collateral_type,,test_id,,,,,,,,,,,,
Collateral_type,,Collateral_type_uniqueID,,,,,,,,,,,,
PHYSCL_CLLTRL,,PHYSCL_CLLTRL_TYP,,,,,,,,,,,,
RGSTRD_CLLTRL,,RGSTRD_CLLTRL_TYP,,,,,,,,,,,,
ARCRFT_CLLTRL,,FV,,,,,,,,,,,,
ARCRFT_CLLTRL,,TYP_PRTCTN_VL_APPRCH,,,PRTCTN_VLTN_APPRCH_domain,,,,,,,,,
Debt_security_type,,test_id,,,,,,,,,,,,
Debt_security_type,,Debt_security_type_uniqueID,,,,,,,,,,,,
Debt_security_type,,test_id,,,,,,,,,,,,
Debt_security_type,,Debt_security_type_uniqueID,,,,,,,,,,,,
DBT_SCRTY_WTH_UNDRLYNG_ASSTS,,DBT_SCRTY_WTH_UNDRLYNG_ASSTS_TYP,,,DBT_SCRTY_WTH_UNDRLYNG_ASSTS_TYP_domain,,,,,,,,,
DBT_SCRTY_WTH_UNDRLYNG_ASSTS,,RL_ESTT_CLLTRL_LCTN,,,ISO3166_domain,,,,,,,,,
DBT_SCRTY_WTH_UNDRLYNG_ASSTS,,TYP_ASST_PRVDD_SCRTY,,,TYP_ASST_SCRTSTN_INPT_domain,,,,,,,,,
Debt_security_type,,test_id,,,,,,,,,,,,
Debt_security_type,,Debt_security_type_uniqueID,,,,,,,,,,,,
DBT_SCRTY_WTH_UNDRLYNG_ASSTS,,DBT_SCRTY_WTH_UNDRLYNG_ASSTS_TYP,,,,,,,,,,,,
DBT_SCRTY_WTH_UNDRLYNG_ASSTS,,RL_ESTT_CLLTRL_LCTN,,,,,,,,,,,,
DBT_SCRTY_WTH_UNDRLYNG_ASSTS,,TYP_ASST_PRVDD_SCRTY,,,,,,,,,,,,
ABS,,SNRTY,,,SNRTY_domain,,,,,,,,,
ASST_PL,,test_id,,,,,,,,,,,,
ASST_PL,,ASST_PL_uniqueID,,,,,,,,,,,,
ASST_PL,,ASST_PL_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ASST_PL,,ASST_PL_ACCNTNG_STNDRD,,,,,,,,,,,,
ASST_PL,,ASST_PL_ID,,,,,,,,,,,,
ASST_PL,,ASST_PL_RFRNC_DT,,,,,,,,,,,,
ASST_PL,,ASST_PL_RPRTNG_AGNT_ID,,,,,,,,,,,,
ASST_PL,,ASST_PL_TYP,,,ASST_PL_TYP_domain,,,,,,,,,
ASST_PL,,TRTMNT_TRNSFRRD_ASSTS_BLNC_SHT,,,TRTMNT_TRNSFRRD_ASSTS_BLNC_SHT_domain,,,,,,,,,
ASST_PL,,test_id,,,,,,,,,,,,
ASST_PL,,ASST_PL_uniqueID,,,,,,,,,,,,
ASST_PL,,ASST_PL_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ASST_PL,,ASST_PL_ACCNTNG_STNDRD,,,,,,,,,,,,
ASST_PL,,ASST_PL_ID,,,,,,,,,,,,
ASST_PL,,ASST_PL_RFRNC_DT,,,,,,,,,,,,
ASST_PL,,ASST_PL_RPRTNG_AGNT_ID,,,,,,,,,,,,
ASST_PL,,ASST_PL_TYP,,,,,,,,,,,,
ASST_PL,,TRTMNT_TRNSFRRD_ASSTS_BLNC_SHT,,,,,,,,,,,,
ASST_PL_CVRD_BND_PRGRM,,ASST_SPCFC_VL,,,,,,,,,,,,
ASST_PL_CVRD_BND_PRGRM,,PRMRY_ASST_CLSS_CVR_PL,,,PRMRY_ASST_CLSS_CVR_PL_domain,,,,,,,,,
ASST_PL_CVRD_BND_PRGRM,,PRSNT_VL,,,,,,,,,,,,
ASST_PL,,test_id,,,,,,,,,,,,
ASST_PL,,ASST_PL_uniqueID,,,,,,,,,,,,
ASST_PL,,ASST_PL_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ASST_PL,,ASST_PL_ACCNTNG_STNDRD,,,,,,,,,,,,
ASST_PL,,ASST_PL_ID,,,,,,,,,,,,
ASST_PL,,ASST_PL_RFRNC_DT,,,,,,,,,,,,
ASST_PL,,ASST_PL_RPRTNG_AGNT_ID,,,,,,,,,,,,
ASST_PL,,ASST_PL_TYP,,,,,,,,,,,,
ASST_PL,,TRTMNT_TRNSFRRD_ASSTS_BLNC_SHT,,,,,,,,,,,,
ASST_PL,,test_id,,,,,,,,,,,,
ASST_PL,,ASST_PL_uniqueID,,,,,,,,,,,,
ASST_PL,,ASST_PL_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ASST_PL,,ASST_PL_ACCNTNG_STNDRD,,,,,,,,,,,,
ASST_PL,,ASST_PL_ID,,,,,,,,,,,,
ASST_PL,,ASST_PL_RFRNC_DT,,,,,,,,,,,,
ASST_PL,,ASST_PL_RPRTNG_AGNT_ID,,,,,,,,,,,,
ASST_PL,,ASST_PL_TYP,,,,,,,,,,,,
ASST_PL,,TRTMNT_TRNSFRRD_ASSTS_BLNC_SHT,,,,,,,,,,,,
ASST_PL_SCRTSTN,,CRRYNG_AMNT,,,,,,,,,,,,
ASST_PL_CLLTRL_RCVD_ASSGNMNT,,test_id,,,,,,,,,,,,
ASST_PL_CLLTRL_RCVD_ASSGNMNT,,ASST_PL_CLLTRL_RCVD_ASSGNMNT_uniqueID,,,,,,,,,,,,
ASST_PL_CLLTRL_RCVD_ASSGNMNT,,ASST_PL_ACCNTNG_CNSLDTN_LVL,,,,,,,,,,,,
ASST_PL_CLLTRL_RCVD_ASSGNMNT,,ASST_PL_ACCNTNG_STNDRD,,,,,,,,,,,,
ASST_PL_CLLTRL_RCVD_ASSGNMNT,,ASST_PL_ID,,,,,,,,,,,,
ASST_PL_CLLTRL_RCVD_ASSGNMNT,,ASST_PL_RFRNC_DT,,,,,,,,,,,,
